Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1679646697.112970498;2023-03-24 08:31:37;-53;-10.55, -6;0, 0;12.13682413
1679646697.263844757;2023-03-24 08:31:37;-54;-10.55, -6;0, 0;12.13682413
1679646697.287615331;2023-03-24 08:31:37;-55;-10.55, -6;0, 0;12.13682413
1679646697.306963405;2023-03-24 08:31:37;-55;-10.55, -6;0, 0;12.13682413
1679646697.331365202;2023-03-24 08:31:37;-60;-10.55, -6;0, 0;12.13682413
1679646697.849308701;2023-03-24 08:31:37;-54;-10.55, -6;0, 0;12.13682413
1679646697.870303998;2023-03-24 08:31:37;-52;-10.55, -6;0, 0;12.13682413
1679646698.035330312;2023-03-24 08:31:38;-54;-10.55, -6;0, 0;12.13682413
1679646698.801071349;2023-03-24 08:31:38;-54;-10.55, -6;0, 0;12.13682413
1679646698.820540331;2023-03-24 08:31:38;-52;-10.55, -6;0, 0;12.13682413
1679646698.879831256;2023-03-24 08:31:38;-54;-10.55, -6;0, 0;12.13682413
1679646699.569090404;2023-03-24 08:31:39;-54;-10.55, -6;0, 0;12.13682413
1679646699.589272571;2023-03-24 08:31:39;-54;-10.55, -6;0, 0;12.13682413
1679646699.674694923;2023-03-24 08:31:39;-52;-10.55, -6;0, 0;12.13682413
1679646700.194049422;2023-03-24 08:31:40;-54;-10.55, -6;0, 0;12.13682413
1679646700.218951478;2023-03-24 08:31:40;-55;-10.55, -6;0, 0;12.13682413
1679646700.238364089;2023-03-24 08:31:40;-55;-10.55, -6;0, 0;12.13682413
1679646700.263240219;2023-03-24 08:31:40;-61;-10.55, -6;0, 0;12.13682413
1679646701.208232607;2023-03-24 08:31:41;-54;-10.55, -6;0, 0;12.13682413
1679646707.529195548;2023-03-24 08:31:47;-54;-10.55, -6;0, 0;12.13682413
1679646708.366849677;2023-03-24 08:31:48;-54;-10.55, -6;0, 0;12.13682413
1679646708.383042529;2023-03-24 08:31:48;-52;-10.55, -6;0, 0;12.13682413
1679646709.169357732;2023-03-24 08:31:49;-54;-10.55, -6;0, 0;12.13682413
1679646709.986013231;2023-03-24 08:31:49;-57;-10.55, -6;0, 0;12.13682413
1679646710.781258546;2023-03-24 08:31:50;-54;-10.55, -6;0, 0;12.13682413
1679646711.376553323;2023-03-24 08:31:51;-54;-10.55, -6;0, 0;12.13682413
1679646711.443997267;2023-03-24 08:31:51;-61;-10.55, -6;0, 0;12.13682413
1679646712.623047785;2023-03-24 08:31:52;-57;-10.55, -6;0, 0;12.13682413
1679646712.642467119;2023-03-24 08:31:52;-58;-10.55, -6;0, 0;12.13682413
1679646712.931812396;2023-03-24 08:31:52;-59;-10.55, -6;0, 0;12.13682413
1679646713.029286285;2023-03-24 08:31:53;-57;-10.55, -6;0, 0;12.13682413
1679646713.048634341;2023-03-24 08:31:53;-56;-10.55, -6;0, 0;12.13682413
1679646716.823073635;2023-03-24 08:31:56;-57;-10.55, -6;0, 0;12.13682413
1679646716.842369283;2023-03-24 08:31:56;-56;-10.55, -6;0, 0;12.13682413
1679646716.947862542;2023-03-24 08:31:56;-54;-10.55, -6;0, 0;12.13682413
1679646716.967904023;2023-03-24 08:31:56;-53;-10.55, -6;0, 0;12.13682413
1679646716.992824468;2023-03-24 08:31:56;-56;-10.55, -6;0, 0;12.13682413
1679646717.012139134;2023-03-24 08:31:57;-55;-10.55, -6;0, 0;12.13682413
